"","sorted.div.freqs.v"
"revengeenough.Whocanspeakbroaderthanhethathasnohousetoputhisheadin?Suchmayrailagainstgreatbuildings..than",4.34782608695652
"revengeenough.Whocanspeakbroaderthanhethathasnohousetoputhisheadin?Suchmayrailagainstgreatbuildings..that",4.34782608695652
"revengeenough.Whocanspeakbroaderthanhethathasnohousetoputhisheadin?Suchmayrailagainstgreatbuildings..to",4.34782608695652
"revengeenough.Whocanspeakbroaderthanhethathasnohousetoputhisheadin?Suchmayrailagainstgreatbuildings..who",4.34782608695652
"Hor.Neverbelieveit;IammoreanantiqueRomanthanaDane,Here'syetsomeliquorleft.Ham.Asthou'rtaman,—.am",4.34782608695652
"Hor.Neverbelieveit;IammoreanantiqueRomanthanaDane,Here'syetsomeliquorleft.Ham.Asthou'rtaman,—.an",4.34782608695652
"Hor.Neverbelieveit;IammoreanantiqueRomanthanaDane,Here'syetsomeliquorleft.Ham.Asthou'rtaman,—.antique",4.34782608695652
"Hor.Neverbelieveit;IammoreanantiqueRomanthanaDane,Here'syetsomeliquorleft.Ham.Asthou'rtaman,—.as",4.34782608695652
"Hor.Neverbelieveit;IammoreanantiqueRomanthanaDane,Here'syetsomeliquorleft.Ham.Asthou'rtaman,—.believe",4.34782608695652
"Hor.Neverbelieveit;IammoreanantiqueRomanthanaDane,Here'syetsomeliquorleft.Ham.Asthou'rtaman,—.dane",4.34782608695652
"Hor.Neverbelieveit;IammoreanantiqueRomanthanaDane,Here'syetsomeliquorleft.Ham.Asthou'rtaman,—.ham",4.34782608695652
"Hor.Neverbelieveit;IammoreanantiqueRomanthanaDane,Here'syetsomeliquorleft.Ham.Asthou'rtaman,—.here's",4.34782608695652
"Hor.Neverbelieveit;IammoreanantiqueRomanthanaDane,Here'syetsomeliquorleft.Ham.Asthou'rtaman,—.hor",4.34782608695652
"Hor.Neverbelieveit;IammoreanantiqueRomanthanaDane,Here'syetsomeliquorleft.Ham.Asthou'rtaman,—.i",4.34782608695652
"Hor.Neverbelieveit;IammoreanantiqueRomanthanaDane,Here'syetsomeliquorleft.Ham.Asthou'rtaman,—.it",4.34782608695652
"Hor.Neverbelieveit;IammoreanantiqueRomanthanaDane,Here'syetsomeliquorleft.Ham.Asthou'rtaman,—.left",4.34782608695652
"Hor.Neverbelieveit;IammoreanantiqueRomanthanaDane,Here'syetsomeliquorleft.Ham.Asthou'rtaman,—.liquor",4.34782608695652
"Hor.Neverbelieveit;IammoreanantiqueRomanthanaDane,Here'syetsomeliquorleft.Ham.Asthou'rtaman,—.man",4.34782608695652
"Hor.Neverbelieveit;IammoreanantiqueRomanthanaDane,Here'syetsomeliquorleft.Ham.Asthou'rtaman,—.more",4.34782608695652
"Hor.Neverbelieveit;IammoreanantiqueRomanthanaDane,Here'syetsomeliquorleft.Ham.Asthou'rtaman,—.never",4.34782608695652
"Hor.Neverbelieveit;IammoreanantiqueRomanthanaDane,Here'syetsomeliquorleft.Ham.Asthou'rtaman,—.roman",4.34782608695652
"Hor.Neverbelieveit;IammoreanantiqueRomanthanaDane,Here'syetsomeliquorleft.Ham.Asthou'rtaman,—.some",4.34782608695652
"Hor.Neverbelieveit;IammoreanantiqueRomanthanaDane,Here'syetsomeliquorleft.Ham.Asthou'rtaman,—.than",4.34782608695652
"Hor.Neverbelieveit;IammoreanantiqueRomanthanaDane,Here'syetsomeliquorleft.Ham.Asthou'rtaman,—.thou'rt",4.34782608695652
"Hor.Neverbelieveit;IammoreanantiqueRomanthanaDane,Here'syetsomeliquorleft.Ham.Asthou'rtaman,—.yet",4.34782608695652
"AndIamaidatyourwindow,TobeyourValentine.Thenupherose,anddonnedhisclothes,Andduppedthechamber-door;Letinthemaid,thatoutamaidNeverdepartedmore.King.PrettyOphelia!Oph.Indeed,withoutanoath,I'llmakeanendon't..a",4.25531914893617
"AndIamaidatyourwindow,TobeyourValentine.Thenupherose,anddonnedhisclothes,Andduppedthechamber-door;Letinthemaid,thatoutamaidNeverdepartedmore.King.PrettyOphelia!Oph.Indeed,withoutanoath,I'llmakeanendon't..an",4.25531914893617
"AndIamaidatyourwindow,TobeyourValentine.Thenupherose,anddonnedhisclothes,Andduppedthechamber-door;Letinthemaid,thatoutamaidNeverdepartedmore.King.PrettyOphelia!Oph.Indeed,withoutanoath,I'llmakeanendon't..the",4.25531914893617
"AndIamaidatyourwindow,TobeyourValentine.Thenupherose,anddonnedhisclothes,Andduppedthechamber-door;Letinthemaid,thatoutamaidNeverdepartedmore.King.PrettyOphelia!Oph.Indeed,withoutanoath,I'llmakeanendon't..your",4.25531914893617
"Who'dbesomockedwithglory?ortoliveButinadreamoffriendship?Tohavehispomp,andallwhatstatecompounds,.a",4.16666666666667
"Who'dbesomockedwithglory?ortoliveButinadreamoffriendship?Tohavehispomp,andallwhatstatecompounds,.all",4.16666666666667
"Who'dbesomockedwithglory?ortoliveButinadreamoffriendship?Tohavehispomp,andallwhatstatecompounds,.and",4.16666666666667
"Who'dbesomockedwithglory?ortoliveButinadreamoffriendship?Tohavehispomp,andallwhatstatecompounds,.be",4.16666666666667
"Who'dbesomockedwithglory?ortoliveButinadreamoffriendship?Tohavehispomp,andallwhatstatecompounds,.but",4.16666666666667
"Who'dbesomockedwithglory?ortoliveButinadreamoffriendship?Tohavehispomp,andallwhatstatecompounds,.compounds",4.16666666666667
"Who'dbesomockedwithglory?ortoliveButinadreamoffriendship?Tohavehispomp,andallwhatstatecompounds,.dream",4.16666666666667
"Who'dbesomockedwithglory?ortoliveButinadreamoffriendship?Tohavehispomp,andallwhatstatecompounds,.friendship",4.16666666666667
"Who'dbesomockedwithglory?ortoliveButinadreamoffriendship?Tohavehispomp,andallwhatstatecompounds,.glory",4.16666666666667
"Who'dbesomockedwithglory?ortoliveButinadreamoffriendship?Tohavehispomp,andallwhatstatecompounds,.have",4.16666666666667
"Who'dbesomockedwithglory?ortoliveButinadreamoffriendship?Tohavehispomp,andallwhatstatecompounds,.his",4.16666666666667
"Who'dbesomockedwithglory?ortoliveButinadreamoffriendship?Tohavehispomp,andallwhatstatecompounds,.in",4.16666666666667
"Who'dbesomockedwithglory?ortoliveButinadreamoffriendship?Tohavehispomp,andallwhatstatecompounds,.live",4.16666666666667
"Who'dbesomockedwithglory?ortoliveButinadreamoffriendship?Tohavehispomp,andallwhatstatecompounds,.mocked",4.16666666666667
"Who'dbesomockedwithglory?ortoliveButinadreamoffriendship?Tohavehispomp,andallwhatstatecompounds,.of",4.16666666666667
"Who'dbesomockedwithglory?ortoliveButinadreamoffriendship?Tohavehispomp,andallwhatstatecompounds,.or",4.16666666666667
"Who'dbesomockedwithglory?ortoliveButinadreamoffriendship?Tohavehispomp,andallwhatstatecompounds,.pomp",4.16666666666667
"Who'dbesomockedwithglory?ortoliveButinadreamoffriendship?Tohavehispomp,andallwhatstatecompounds,.so",4.16666666666667
"Who'dbesomockedwithglory?ortoliveButinadreamoffriendship?Tohavehispomp,andallwhatstatecompounds,.state",4.16666666666667
"Who'dbesomockedwithglory?ortoliveButinadreamoffriendship?Tohavehispomp,andallwhatstatecompounds,.what",4.16666666666667
"Who'dbesomockedwithglory?ortoliveButinadreamoffriendship?Tohavehispomp,andallwhatstatecompounds,.who'd",4.16666666666667
"Who'dbesomockedwithglory?ortoliveButinadreamoffriendship?Tohavehispomp,andallwhatstatecompounds,.with",4.16666666666667
"[Lookingonthegold.'Twixtnaturalsonandsire!thoubrightdefilerOfHymen'spurestbed!thouvaliantMars!Thoueveryoung,fresh,loved,anddelicatewooer,WhoseblushdoththawtheconsecratedsnowThatliesonDian'slap!thouvisiblegod,Thatsolder'stcloseimpossibilities,Andmak'stthemkiss!thatspeak'stwitheverytongue,Toeverypurpose!Othoutouchofhearts!Think,thyslavemanrebels;andbythyvirtue.that",4.16666666666667
"Tim.Why,Iwaswritingofmyepitaph;Itwillbeseento-morrow.MylongsicknessOfhealth,andliving,nowbeginstomend,.and",4.16666666666667
"Tim.Why,Iwaswritingofmyepitaph;Itwillbeseento-morrow.MylongsicknessOfhealth,andliving,nowbeginstomend,.be",4.16666666666667
"Tim.Why,Iwaswritingofmyepitaph;Itwillbeseento-morrow.MylongsicknessOfhealth,andliving,nowbeginstomend,.begins",4.16666666666667
"Tim.Why,Iwaswritingofmyepitaph;Itwillbeseento-morrow.MylongsicknessOfhealth,andliving,nowbeginstomend,.epitaph",4.16666666666667
"Tim.Why,Iwaswritingofmyepitaph;Itwillbeseento-morrow.MylongsicknessOfhealth,andliving,nowbeginstomend,.health",4.16666666666667
"Tim.Why,Iwaswritingofmyepitaph;Itwillbeseento-morrow.MylongsicknessOfhealth,andliving,nowbeginstomend,.i",4.16666666666667
"Tim.Why,Iwaswritingofmyepitaph;Itwillbeseento-morrow.MylongsicknessOfhealth,andliving,nowbeginstomend,.it",4.16666666666667
"Tim.Why,Iwaswritingofmyepitaph;Itwillbeseento-morrow.MylongsicknessOfhealth,andliving,nowbeginstomend,.living",4.16666666666667
"Tim.Why,Iwaswritingofmyepitaph;Itwillbeseento-morrow.MylongsicknessOfhealth,andliving,nowbeginstomend,.long",4.16666666666667
"Tim.Why,Iwaswritingofmyepitaph;Itwillbeseento-morrow.MylongsicknessOfhealth,andliving,nowbeginstomend,.mend",4.16666666666667
"Tim.Why,Iwaswritingofmyepitaph;Itwillbeseento-morrow.MylongsicknessOfhealth,andliving,nowbeginstomend,.now",4.16666666666667
"Tim.Why,Iwaswritingofmyepitaph;Itwillbeseento-morrow.MylongsicknessOfhealth,andliving,nowbeginstomend,.seen",4.16666666666667
"Tim.Why,Iwaswritingofmyepitaph;Itwillbeseento-morrow.MylongsicknessOfhealth,andliving,nowbeginstomend,.sickness",4.16666666666667
"Tim.Why,Iwaswritingofmyepitaph;Itwillbeseento-morrow.MylongsicknessOfhealth,andliving,nowbeginstomend,.tim",4.16666666666667
"Tim.Why,Iwaswritingofmyepitaph;Itwillbeseento-morrow.MylongsicknessOfhealth,andliving,nowbeginstomend,.to",4.16666666666667
"Tim.Why,Iwaswritingofmyepitaph;Itwillbeseento-morrow.MylongsicknessOfhealth,andliving,nowbeginstomend,.to-morrow",4.16666666666667
"Tim.Why,Iwaswritingofmyepitaph;Itwillbeseento-morrow.MylongsicknessOfhealth,andliving,nowbeginstomend,.was",4.16666666666667
"Tim.Why,Iwaswritingofmyepitaph;Itwillbeseento-morrow.MylongsicknessOfhealth,andliving,nowbeginstomend,.why",4.16666666666667
"Tim.Why,Iwaswritingofmyepitaph;Itwillbeseento-morrow.MylongsicknessOfhealth,andliving,nowbeginstomend,.will",4.16666666666667
"Tim.Why,Iwaswritingofmyepitaph;Itwillbeseento-morrow.MylongsicknessOfhealth,andliving,nowbeginstomend,.writing",4.16666666666667
"Gon.Nomore;thetextisfoolish.Alb.Wisdomandgoodnesstothevileseemvile;Filthssavorbutthemselves.Whathaveyoudone?.alb",4.16666666666667
"Gon.Nomore;thetextisfoolish.Alb.Wisdomandgoodnesstothevileseemvile;Filthssavorbutthemselves.Whathaveyoudone?.and",4.16666666666667
"Gon.Nomore;thetextisfoolish.Alb.Wisdomandgoodnesstothevileseemvile;Filthssavorbutthemselves.Whathaveyoudone?.but",4.16666666666667
"Gon.Nomore;thetextisfoolish.Alb.Wisdomandgoodnesstothevileseemvile;Filthssavorbutthemselves.Whathaveyoudone?.done",4.16666666666667
"Gon.Nomore;thetextisfoolish.Alb.Wisdomandgoodnesstothevileseemvile;Filthssavorbutthemselves.Whathaveyoudone?.filths",4.16666666666667
"Gon.Nomore;thetextisfoolish.Alb.Wisdomandgoodnesstothevileseemvile;Filthssavorbutthemselves.Whathaveyoudone?.foolish",4.16666666666667
"Gon.Nomore;thetextisfoolish.Alb.Wisdomandgoodnesstothevileseemvile;Filthssavorbutthemselves.Whathaveyoudone?.gon",4.16666666666667
"Gon.Nomore;thetextisfoolish.Alb.Wisdomandgoodnesstothevileseemvile;Filthssavorbutthemselves.Whathaveyoudone?.goodness",4.16666666666667
"Gon.Nomore;thetextisfoolish.Alb.Wisdomandgoodnesstothevileseemvile;Filthssavorbutthemselves.Whathaveyoudone?.have",4.16666666666667
"Gon.Nomore;thetextisfoolish.Alb.Wisdomandgoodnesstothevileseemvile;Filthssavorbutthemselves.Whathaveyoudone?.is",4.16666666666667
"Gon.Nomore;thetextisfoolish.Alb.Wisdomandgoodnesstothevileseemvile;Filthssavorbutthemselves.Whathaveyoudone?.more",4.16666666666667
"Gon.Nomore;thetextisfoolish.Alb.Wisdomandgoodnesstothevileseemvile;Filthssavorbutthemselves.Whathaveyoudone?.no",4.16666666666667
"Gon.Nomore;thetextisfoolish.Alb.Wisdomandgoodnesstothevileseemvile;Filthssavorbutthemselves.Whathaveyoudone?.savor",4.16666666666667
"Gon.Nomore;thetextisfoolish.Alb.Wisdomandgoodnesstothevileseemvile;Filthssavorbutthemselves.Whathaveyoudone?.seem",4.16666666666667
"Gon.Nomore;thetextisfoolish.Alb.Wisdomandgoodnesstothevileseemvile;Filthssavorbutthemselves.Whathaveyoudone?.text",4.16666666666667
"Gon.Nomore;thetextisfoolish.Alb.Wisdomandgoodnesstothevileseemvile;Filthssavorbutthemselves.Whathaveyoudone?.themselves",4.16666666666667
"Gon.Nomore;thetextisfoolish.Alb.Wisdomandgoodnesstothevileseemvile;Filthssavorbutthemselves.Whathaveyoudone?.to",4.16666666666667
"Gon.Nomore;thetextisfoolish.Alb.Wisdomandgoodnesstothevileseemvile;Filthssavorbutthemselves.Whathaveyoudone?.what",4.16666666666667
"Gon.Nomore;thetextisfoolish.Alb.Wisdomandgoodnesstothevileseemvile;Filthssavorbutthemselves.Whathaveyoudone?.wisdom",4.16666666666667
"Gon.Nomore;thetextisfoolish.Alb.Wisdomandgoodnesstothevileseemvile;Filthssavorbutthemselves.Whathaveyoudone?.you",4.16666666666667
"Itseems,itisaspropertoourageTocastbeyondourselvesinouropinions,Asitiscommonfortheyoungersort.age",4.16666666666667
"Itseems,itisaspropertoourageTocastbeyondourselvesinouropinions,Asitiscommonfortheyoungersort.beyond",4.16666666666667
"Itseems,itisaspropertoourageTocastbeyondourselvesinouropinions,Asitiscommonfortheyoungersort.cast",4.16666666666667
"Itseems,itisaspropertoourageTocastbeyondourselvesinouropinions,Asitiscommonfortheyoungersort.common",4.16666666666667
"Itseems,itisaspropertoourageTocastbeyondourselvesinouropinions,Asitiscommonfortheyoungersort.for",4.16666666666667
"Itseems,itisaspropertoourageTocastbeyondourselvesinouropinions,Asitiscommonfortheyoungersort.in",4.16666666666667
"Itseems,itisaspropertoourageTocastbeyondourselvesinouropinions,Asitiscommonfortheyoungersort.opinions",4.16666666666667
"Itseems,itisaspropertoourageTocastbeyondourselvesinouropinions,Asitiscommonfortheyoungersort.ourselves",4.16666666666667
"Itseems,itisaspropertoourageTocastbeyondourselvesinouropinions,Asitiscommonfortheyoungersort.proper",4.16666666666667
"Itseems,itisaspropertoourageTocastbeyondourselvesinouropinions,Asitiscommonfortheyoungersort.seems",4.16666666666667
"Itseems,itisaspropertoourageTocastbeyondourselvesinouropinions,Asitiscommonfortheyoungersort.sort",4.16666666666667
"Itseems,itisaspropertoourageTocastbeyondourselvesinouropinions,Asitiscommonfortheyoungersort.the",4.16666666666667
"Itseems,itisaspropertoourageTocastbeyondourselvesinouropinions,Asitiscommonfortheyoungersort.younger",4.16666666666667
"'TisdangerouswhenthebasernaturecomesBetweenthepassandfellincensedpointsOfmightyopposites.Hor.Why,whatakingisthis?.'tis",4.16666666666667
"'TisdangerouswhenthebasernaturecomesBetweenthepassandfellincensedpointsOfmightyopposites.Hor.Why,whatakingisthis?.a",4.16666666666667
"'TisdangerouswhenthebasernaturecomesBetweenthepassandfellincensedpointsOfmightyopposites.Hor.Why,whatakingisthis?.and",4.16666666666667
"'TisdangerouswhenthebasernaturecomesBetweenthepassandfellincensedpointsOfmightyopposites.Hor.Why,whatakingisthis?.baser",4.16666666666667
"'TisdangerouswhenthebasernaturecomesBetweenthepassandfellincensedpointsOfmightyopposites.Hor.Why,whatakingisthis?.between",4.16666666666667
"'TisdangerouswhenthebasernaturecomesBetweenthepassandfellincensedpointsOfmightyopposites.Hor.Why,whatakingisthis?.comes",4.16666666666667
"'TisdangerouswhenthebasernaturecomesBetweenthepassandfellincensedpointsOfmightyopposites.Hor.Why,whatakingisthis?.dangerous",4.16666666666667
"'TisdangerouswhenthebasernaturecomesBetweenthepassandfellincensedpointsOfmightyopposites.Hor.Why,whatakingisthis?.fell",4.16666666666667
"'TisdangerouswhenthebasernaturecomesBetweenthepassandfellincensedpointsOfmightyopposites.Hor.Why,whatakingisthis?.hor",4.16666666666667
"'TisdangerouswhenthebasernaturecomesBetweenthepassandfellincensedpointsOfmightyopposites.Hor.Why,whatakingisthis?.incensed",4.16666666666667
"'TisdangerouswhenthebasernaturecomesBetweenthepassandfellincensedpointsOfmightyopposites.Hor.Why,whatakingisthis?.is",4.16666666666667
"'TisdangerouswhenthebasernaturecomesBetweenthepassandfellincensedpointsOfmightyopposites.Hor.Why,whatakingisthis?.king",4.16666666666667
"'TisdangerouswhenthebasernaturecomesBetweenthepassandfellincensedpointsOfmightyopposites.Hor.Why,whatakingisthis?.mighty",4.16666666666667
"'TisdangerouswhenthebasernaturecomesBetweenthepassandfellincensedpointsOfmightyopposites.Hor.Why,whatakingisthis?.nature",4.16666666666667
"'TisdangerouswhenthebasernaturecomesBetweenthepassandfellincensedpointsOfmightyopposites.Hor.Why,whatakingisthis?.of",4.16666666666667
"'TisdangerouswhenthebasernaturecomesBetweenthepassandfellincensedpointsOfmightyopposites.Hor.Why,whatakingisthis?.opposites",4.16666666666667
"'TisdangerouswhenthebasernaturecomesBetweenthepassandfellincensedpointsOfmightyopposites.Hor.Why,whatakingisthis?.pass",4.16666666666667
"'TisdangerouswhenthebasernaturecomesBetweenthepassandfellincensedpointsOfmightyopposites.Hor.Why,whatakingisthis?.points",4.16666666666667
"'TisdangerouswhenthebasernaturecomesBetweenthepassandfellincensedpointsOfmightyopposites.Hor.Why,whatakingisthis?.this",4.16666666666667
"'TisdangerouswhenthebasernaturecomesBetweenthepassandfellincensedpointsOfmightyopposites.Hor.Why,whatakingisthis?.what",4.16666666666667
"'TisdangerouswhenthebasernaturecomesBetweenthepassandfellincensedpointsOfmightyopposites.Hor.Why,whatakingisthis?.when",4.16666666666667
"'TisdangerouswhenthebasernaturecomesBetweenthepassandfellincensedpointsOfmightyopposites.Hor.Why,whatakingisthis?.why",4.16666666666667
"But,orderlytoendwhereIbegun,—Ourwillsandfatesdosocontraryrun,Thatourdevicesstillareoverthrown;Ourthoughtsareours,theirendsnoneofourown.Sothinkthouwiltnosecondhusbandwed;Butdiethythoughts,whenthyfirstlordisdead..are",4.08163265306122
"But,orderlytoendwhereIbegun,—Ourwillsandfatesdosocontraryrun,Thatourdevicesstillareoverthrown;Ourthoughtsareours,theirendsnoneofourown.Sothinkthouwiltnosecondhusbandwed;Butdiethythoughts,whenthyfirstlordisdead..but",4.08163265306122
"But,orderlytoendwhereIbegun,—Ourwillsandfatesdosocontraryrun,Thatourdevicesstillareoverthrown;Ourthoughtsareours,theirendsnoneofourown.Sothinkthouwiltnosecondhusbandwed;Butdiethythoughts,whenthyfirstlordisdead..so",4.08163265306122
"But,orderlytoendwhereIbegun,—Ourwillsandfatesdosocontraryrun,Thatourdevicesstillareoverthrown;Ourthoughtsareours,theirendsnoneofourown.Sothinkthouwiltnosecondhusbandwed;Butdiethythoughts,whenthyfirstlordisdead..thoughts",4.08163265306122
"But,orderlytoendwhereIbegun,—Ourwillsandfatesdosocontraryrun,Thatourdevicesstillareoverthrown;Ourthoughtsareours,theirendsnoneofourown.Sothinkthouwiltnosecondhusbandwed;Butdiethythoughts,whenthyfirstlordisdead..thy",4.08163265306122
"Ham.Amanmayfishwiththewormthathathateofaking;andeatofthefishthathathfedofthatworm.]King.Whatdostthoumeanbythis?Ham.Nothing,buttoshowyouhowakingmaygoaprogressthroughthegutsofabeggar.King.WhereisPolonius?Ham.Inheaven;send.thithertosee.Ifyourmessengerfindhimnotthere,seekhimi'theotherplaceyourself.But,indeed,ifyoufindhimnotwithinthismonth,youshallnosehimasyougoupthestairsintothelobby..him",4.08163265306122
"Ham.Amanmayfishwiththewormthathathateofaking;andeatofthefishthathathfedofthatworm.]King.Whatdostthoumeanbythis?Ham.Nothing,buttoshowyouhowakingmaygoaprogressthroughthegutsofabeggar.King.WhereisPolonius?Ham.Inheaven;send.thithertosee.Ifyourmessengerfindhimnotthere,seekhimi'theotherplaceyourself.But,indeed,ifyoufindhimnotwithinthismonth,youshallnosehimasyougoupthestairsintothelobby..king",4.08163265306122
"Ham.Amanmayfishwiththewormthathathateofaking;andeatofthefishthathathfedofthatworm.]King.Whatdostthoumeanbythis?Ham.Nothing,buttoshowyouhowakingmaygoaprogressthroughthegutsofabeggar.King.WhereisPolonius?Ham.Inheaven;send.thithertosee.Ifyourmessengerfindhimnotthere,seekhimi'theotherplaceyourself.But,indeed,ifyoufindhimnotwithinthismonth,youshallnosehimasyougoupthestairsintothelobby..of",4.08163265306122
"Ham.Amanmayfishwiththewormthathathateofaking;andeatofthefishthathathfedofthatworm.]King.Whatdostthoumeanbythis?Ham.Nothing,buttoshowyouhowakingmaygoaprogressthroughthegutsofabeggar.King.WhereisPolonius?Ham.Inheaven;send.thithertosee.Ifyourmessengerfindhimnotthere,seekhimi'theotherplaceyourself.But,indeed,ifyoufindhimnotwithinthismonth,youshallnosehimasyougoupthestairsintothelobby..you",4.08163265306122
"OGod!—Horatio,whatawoundedname,Thingsstandingthusunknown,shalllivebehindme!Ifthoudidsteverholdmeinthyheart,Absenttheefromfelicityawhile,Andinthisharshworlddrawthybreathinpain,Totellmystory.—[Marchafaroff,andshotwithin..and",4.08163265306122
"OGod!—Horatio,whatawoundedname,Thingsstandingthusunknown,shalllivebehindme!Ifthoudidsteverholdmeinthyheart,Absenttheefromfelicityawhile,Andinthisharshworlddrawthybreathinpain,Totellmystory.—[Marchafaroff,andshotwithin..me",4.08163265306122
"OGod!—Horatio,whatawoundedname,Thingsstandingthusunknown,shalllivebehindme!Ifthoudidsteverholdmeinthyheart,Absenttheefromfelicityawhile,Andinthisharshworlddrawthybreathinpain,Totellmystory.—[Marchafaroff,andshotwithin..thy",4.08163265306122
"bevy,that,Iknow,thedrossyagedoteson)onlygotthetuneofthetime,andoutwardhabitofencounter;akindofyestycollection,whichcarriesthemthroughandthroughthemostfannedandwinnowedopinions;anddobutblowthemtotheirtrial,thebubblesareout..them",4
"bevy,that,Iknow,thedrossyagedoteson)onlygotthetuneofthetime,andoutwardhabitofencounter;akindofyestycollection,whichcarriesthemthroughandthroughthemostfannedandwinnowedopinions;anddobutblowthemtotheirtrial,thebubblesareout..through",4
"Ros.Thenistheworldone.Ham.Agoodlyone;inwhichtherearemanyconfines,wards,anddungeons;Denmarkbeingoneoftheworst.Ros.Wethinknotso,mylord.Ham.Why,then'tisnonetoyou;forthereisnothingeithergoodorbad,butthinkingmakesitso;tomeitisaprison.Ros.Why,thenyourambitionmakesitone;'tistoonarrowforyourmind.Ham.OGod!Icouldbeboundedinanutshell,andcountmyselfakingofinfinitespace,wereitnotthatIhavebaddreams.Guil.Whichdreams,indeed,areambition;fortheverysubstanceoftheambitiousismerelytheshadowofadream.Ham.Adreamitselfisbutashadow.Ros.Truly;andIholdambitionofsoairyandlightaquality,thatitisbutashadow'sshadow.Ham.Thenareourbeggars,bodies;andourmonarchs,andoutstretchedheroes,thebeggars'shadows.Shallwetothecourt?for,bymyfay,Icannotreason.Ros.Guil.We'llwaituponyou..the",3.91061452513966
"Ham.Why,then'tisnonetoyou;forthereisnothingeithergoodorbad,butthinkingmakesitso;tomeitisaprison..'tis",3.84615384615385
"Ham.Why,then'tisnonetoyou;forthereisnothingeithergoodorbad,butthinkingmakesitso;tomeitisaprison..a",3.84615384615385
"Ham.Why,then'tisnonetoyou;forthereisnothingeithergoodorbad,butthinkingmakesitso;tomeitisaprison..bad",3.84615384615385
"Ham.Why,then'tisnonetoyou;forthereisnothingeithergoodorbad,butthinkingmakesitso;tomeitisaprison..but",3.84615384615385
"Ham.Why,then'tisnonetoyou;forthereisnothingeithergoodorbad,butthinkingmakesitso;tomeitisaprison..either",3.84615384615385
"Ham.Why,then'tisnonetoyou;forthereisnothingeithergoodorbad,butthinkingmakesitso;tomeitisaprison..for",3.84615384615385
"Ham.Why,then'tisnonetoyou;forthereisnothingeithergoodorbad,butthinkingmakesitso;tomeitisaprison..good",3.84615384615385
"Ham.Why,then'tisnonetoyou;forthereisnothingeithergoodorbad,butthinkingmakesitso;tomeitisaprison..ham",3.84615384615385
"Ham.Why,then'tisnonetoyou;forthereisnothingeithergoodorbad,butthinkingmakesitso;tomeitisaprison..makes",3.84615384615385
"Ham.Why,then'tisnonetoyou;forthereisnothingeithergoodorbad,butthinkingmakesitso;tomeitisaprison..me",3.84615384615385
"Ham.Why,then'tisnonetoyou;forthereisnothingeithergoodorbad,butthinkingmakesitso;tomeitisaprison..none",3.84615384615385
"Ham.Why,then'tisnonetoyou;forthereisnothingeithergoodorbad,butthinkingmakesitso;tomeitisaprison..nothing",3.84615384615385
"Ham.Why,then'tisnonetoyou;forthereisnothingeithergoodorbad,butthinkingmakesitso;tomeitisaprison..or",3.84615384615385
"Ham.Why,then'tisnonetoyou;forthereisnothingeithergoodorbad,butthinkingmakesitso;tomeitisaprison..prison",3.84615384615385
"Ham.Why,then'tisnonetoyou;forthereisnothingeithergoodorbad,butthinkingmakesitso;tomeitisaprison..so",3.84615384615385
"Ham.Why,then'tisnonetoyou;forthereisnothingeithergoodorbad,butthinkingmakesitso;tomeitisaprison..then",3.84615384615385
"Ham.Why,then'tisnonetoyou;forthereisnothingeithergoodorbad,butthinkingmakesitso;tomeitisaprison..there",3.84615384615385
"Ham.Why,then'tisnonetoyou;forthereisnothingeithergoodorbad,butthinkingmakesitso;tomeitisaprison..thinking",3.84615384615385
"Ham.Why,then'tisnonetoyou;forthereisnothingeithergoodorbad,butthinkingmakesitso;tomeitisaprison..why",3.84615384615385
"Ham.Why,then'tisnonetoyou;forthereisnothingeithergoodorbad,butthinkingmakesitso;tomeitisaprison..you",3.84615384615385
"Obeyyou,loveyou,andmosthonoryou.Whyhavemysistershusbands,iftheysay,Theyloveyouall?Haply,whenIshallwed,Thatlord,whosehandmusttakemyplight,shallcarryHalfmylovewithhim,halfmycare,andduty.Sure,Ishallnevermarrylikemysisters,.and",3.77358490566038
"Obeyyou,loveyou,andmosthonoryou.Whyhavemysistershusbands,iftheysay,Theyloveyouall?Haply,whenIshallwed,Thatlord,whosehandmusttakemyplight,shallcarryHalfmylovewithhim,halfmycare,andduty.Sure,Ishallnevermarrylikemysisters,.half",3.77358490566038
"Obeyyou,loveyou,andmosthonoryou.Whyhavemysistershusbands,iftheysay,Theyloveyouall?Haply,whenIshallwed,Thatlord,whosehandmusttakemyplight,shallcarryHalfmylovewithhim,halfmycare,andduty.Sure,Ishallnevermarrylikemysisters,.i",3.77358490566038
"Obeyyou,loveyou,andmosthonoryou.Whyhavemysistershusbands,iftheysay,Theyloveyouall?Haply,whenIshallwed,Thatlord,whosehandmusttakemyplight,shallcarryHalfmylovewithhim,halfmycare,andduty.Sure,Ishallnevermarrylikemysisters,.sisters",3.77358490566038
"Obeyyou,loveyou,andmosthonoryou.Whyhavemysistershusbands,iftheysay,Theyloveyouall?Haply,whenIshallwed,Thatlord,whosehandmusttakemyplight,shallcarryHalfmylovewithhim,halfmycare,andduty.Sure,Ishallnevermarrylikemysisters,.they",3.77358490566038
